,Area,BHK,Bathroom,Locality,Price
0,800.0,3,2.0,Rohini Sector 25,6500000
1,750.0,2,2.0,"J R Designers Floors, Rohini Sector 24",5000000
2,950.0,2,2.0,other,15500000
3,600.0,2,2.0,Rohini Sector 24,4200000
4,650.0,2,2.0,other,6200000
5,1300.0,4,3.0,Rohini Sector 24,15500000
6,1350.0,4,3.0,Rohini Sector 24,10000000
7,650.0,2,2.0,other,4000000
8,985.0,3,3.0,other,6800000
9,1300.0,4,4.0,Rohini Sector 22,15000000
10,1100.0,3,2.0,Rohini Sector 20,6200000
11,870.0,3,2.0,Rohini Sector 25,7700000
12,630.0,2,2.0,Rohini Sector 24,5500000
13,660.0,2,2.0,Rohini Sector 24,5000000
14,344.4448,2,2.0,other,3310000
15,660.0,2,2.0,other,4700000
16,550.0,2,2.0,Rohini Sector 22,4500000
17,1100.0,4,3.0,other,17000000
18,1150.0,3,3.0,other,25000000
19,650.0,2,2.0,Rohini Sector 24,6000000
20,850.0,2,2.0,other,11000000
21,900.0,3,2.0,other,4500000
22,430.556,1,1.0,other,5300000
23,900.0,2,2.0,other,10500000
24,914.9315,2,2.0,other,12000000
25,1100.0,3,3.0,Rohini Sector 20,7000000
26,800.0,3,2.0,Rohini Sector 25,7000000
27,500.0,1,1.0,other,3400000
28,28.0,2,2.0,Rohini Sector 25,5000000
29,2160.0,4,4.0,other,21000000
31,800.0,2,2.0,Lajpat Nagar 1,15000000
32,900.0,2,2.0,Lajpat Nagar,10500000
33,1080.0,3,2.0,"Vikram Vihar, Lajpat Nagar",22500000
34,750.0,2,2.0,Lajpat Nagar 4,13600000
35,1450.0,3,3.0,Lajpat Nagar 3,30000000
36,900.0,2,2.0,Lajpat Nagar,13500000
37,810.0,2,2.0,other,8910000
38,1350.0,3,4.0,Lajpat Nagar,25000000
39,1710.0,3,3.0,Lajpat Nagar 2,26000000
40,1650.0,3,3.0,Lajpat Nagar,30000000
41,1280.0,2,2.0,Lajpat Nagar,12500000
42,1260.0,3,3.0,Lajpat Nagar 3,21000000
43,1130.0,2,2.0,Lajpat Nagar 4,7800000
44,600.0,2,2.0,"Amar Colony, Lajpat Nagar",11500000
45,850.0,2,2.0,Lajpat Nagar 1,11500000
46,1500.0,3,3.0,Lajpat Nagar 2,26000000
47,900.0,2,2.0,"Amar Colony, Lajpat Nagar",13000000
48,1000.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22000000
49,900.0,2,2.0,Lajpat Nagar 2,15800000
50,2925.0,4,4.0,Lajpat Nagar 3,57500000
51,900.0,2,2.0,Lajpat Nagar 1,10000000
52,1600.0,3,3.0,Lajpat Nagar 3,30000000
53,1143.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22000000
54,1150.0,3,3.0,"Vikram Vihar, Lajpat Nagar",24000000
55,1500.0,3,3.0,Lajpat Nagar 3,31500000
56,850.0,2,2.0,Lajpat Nagar 2,14600000
57,8000.0,4,5.0,Lajpat Nagar,240000000
58,890.0,2,2.0,Lajpat Nagar 1,8300000
59,1100.0,3,3.0,"Vikram Vihar, Lajpat Nagar",22500000
60,750.0,1,1.0,other,4600000
61,850.0,2,1.0,"Siddhartha Heights, Dwarka Sector 24",1900000
62,1350.0,3,2.0,"MTNL Employees House Welfare Society, Dwarka Sector 24",5130000
